ListName,ListFilter,ItemOrder,Item,ItemDescription,FieldUsedIn,ValidateLoops,Validate,Note,Flag
Accuracy,,0,,Null,LocationAccuracy,,FALSE,,FALSE
Accuracy,,1,1,GPS base-corrected,LocationAccuracy,,FALSE,,FALSE
Accuracy,,2,10,GPS,LocationAccuracy,,FALSE,,FALSE
Accuracy,,3,100,1:10k scrambled GPS,LocationAccuracy,,FALSE,,FALSE
Accuracy,,4,1000,1:50k,LocationAccuracy,,FALSE,,FALSE
Accuracy,,5,10000,1:250k,LocationAccuracy,,FALSE,,FALSE
ArborealLichenLoading,,1,,null,,,FALSE,,FALSE
ArborealLichenLoading,,2,0,None,,,FALSE,,FALSE
ArborealLichenLoading,,3,1,Rare,,,FALSE,,FALSE
ArborealLichenLoading,,4,2,Occasional,,,FALSE,,FALSE
ArborealLichenLoading,,5,3,Common,,,FALSE,,FALSE
ArborealLichenLoading,,6,4,Abundant,,,FALSE,,FALSE
ArborealLichenLoading,,7,5,Very Abundant,,,FALSE,,FALSE
AvailableForge,,2,1,Class 1,,,FALSE,,FALSE
AvailableForge,,3,2,Class 2,,,FALSE,,FALSE
AvailableForge,,4,3,Class 3,,,FALSE,,FALSE
AvailableForge,,5,4,Class 4,,,FALSE,,FALSE
BEC_Use,,1,1,Biodiversity: Intensive plots where full species list has been verified.,BEC_Use,,FALSE,,FALSE
BEC_Use,,2,2,Classification: Complete list of species but generally without vouchers and likely missing uncommon non-vasculars,BEC_Use,,FALSE,,FALSE
BEC_Use,,3,3,Support: Species list complete enough for accurate assessment of site units but not complete enough for use in site unit development,BEC_Use,,FALSE,,FALSE
BEC_Use,,4,4,Insufficient: Plots missing key information that maybe retrievable,BEC_Use,,FALSE,,FALSE
BEC_Use,,4.1,4.1,Insufficient: Georeferencing missing or inaccurate,BEC_Use,,FALSE,,FALSE
BEC_Use,,4.2,4.2,Insufficient: Unidentified major species,BEC_Use,,FALSE,,FALSE
BEC_Use,,4.3,4.3,Insufficient: Lacking environmental information,BEC_Use,,FALSE,,FALSE
BEC_Use,,5,5,"Poor quality: Major species not identified, very limited species lists etc.",BEC_Use,,FALSE,,FALSE
BEC_Use,,6,6,Visuals: Limited data but georeferenced site unit calls. Should be removed from BECMaster to a locations dataset,BEC_Use,,FALSE,,FALSE
BEC_Use,,7,7,Remove: Plots are substandard and of limited value,BEC_Use,,FALSE,,FALSE
BedrockType,,2,ag,Extrusive pyroclastic - agglomerate,,,FALSE,,FALSE
BedrockType,,3,ak,Clastic non-calcareous - medium grained - arkose,,,FALSE,,FALSE
BedrockType,,4,am,Non-foliated coarse grained - amphibolite,,,FALSE,,FALSE
BedrockType,,5,an,Extrusive intermediate - andesite,,,FALSE,,FALSE
BedrockType,,6,ar,Non-foliated fine grained - argillite,,,FALSE,,FALSE
BedrockType,,7,ba,Precipitates crystalline - non-calcareous - barite,,,FALSE,,FALSE
BedrockType,,8,bs,Extrusive basic (mafic) - basalt,,,FALSE,,FALSE
BedrockType,,9,bx,Clastic non-calcareous - coarse grained - breccia,,,FALSE,,FALSE
BedrockType,,10,cg,Clastic non-calcareous - coarse grained - conglomerate,,,FALSE,,FALSE
BedrockType,,11,co,Organic carbonaceous - coal,,,FALSE,,FALSE
BedrockType,,12,da,Extrusive acid (felsic) - dacite,,,FALSE,,FALSE
BedrockType,,13,dg,Foliated medium to coarse grained - dorite gneiss,,,FALSE,,FALSE
BedrockType,,14,di,Intrusive intermediate - diorite,,,FALSE,,FALSE
BedrockType,,15,dm,Non-foliated calcareous - dolomite marble,,,FALSE,,FALSE
BedrockType,,16,do,Precipitates crystalline - calcareous - dolomite,,,FALSE,,FALSE
BedrockType,,17,du,Intrusive basic (mafic) - dunite,,,FALSE,,FALSE
BedrockType,,18,ea,Extrusive acid (felsic),,,FALSE,,FALSE
BedrockType,,19,eb,Extrusive basic (mafic),,,FALSE,,FALSE
BedrockType,,20,ei,Extrusive intermediate,,,FALSE,,FALSE
BedrockType,,21,ep,Extrusive pyroclastic,,,FALSE,,FALSE
BedrockType,,22,fc,Foliated coarse grained,,,FALSE,,FALSE
BedrockType,,23,ff,Foliated fine grained,,,FALSE,,FALSE
BedrockType,,24,fm,Foliated medium to coarse grained,,,FALSE,,FALSE
BedrockType,,25,gb,Intrusive basic (mafic) - gabbro,,,FALSE,,FALSE
BedrockType,,26,gd,Intrusive acid (felsic) - granodiorite,,,FALSE,,FALSE
BedrockType,,27,gg,Foliated medium to coarse grained - granite gneiss,,,FALSE,,FALSE
BedrockType,,28,gk,Clastic non-calcareous - medium grained - greywacke,,,FALSE,,FALSE
BedrockType,,29,gl,Non-foliated medium to coarse grained - granulite,,,FALSE,,FALSE
BedrockType,,30,gn,Foliated medium to coarse grained - gneiss,,,FALSE,,FALSE
BedrockType,,31,gr,Intrusive acid (felsic) - granite,,,FALSE,,FALSE
BedrockType,,32,gy,Precipitates crystalline - non-calcareous - gypsum,,,FALSE,,FALSE
BedrockType,,33,hb,Non-foliated coarse grained - hornblendite,,,FALSE,,FALSE
BedrockType,,34,hf,Non-foliated medium to coarse grained - hornfels,,,FALSE,,FALSE
BedrockType,,35,ia,Intrusive acid (felsic),,,FALSE,,FALSE
BedrockType,,36,ib,Intrusive basic (mafic),,,FALSE,,FALSE
BedrockType,,37,ii,Intrusive intermediate,,,FALSE,,FALSE
BedrockType,,38,ka,Clastic calcareous - medium grained - arkose,,,FALSE,,FALSE
BedrockType,,39,kb,Clastic calcareous - coarse grained - breccia,,,FALSE,,FALSE
BedrockType,,40,kc,Clastic calcareous - coarse grained,,,FALSE,,FALSE
BedrockType,,41,kd,Clastic calcareous - fine grained - mudstone,,,FALSE,,FALSE
BedrockType,,42,kf,Clastic calcareous - fine grained,,,FALSE,,FALSE
BedrockType,,43,kg,Clastic calcareous - medium grained - greywacke,,,FALSE,,FALSE
BedrockType,,44,kh,Clastic calcareous - fine grained - shale,,,FALSE,,FALSE
BedrockType,,45,km,Clastic calcareous - medium grained,,,FALSE,,FALSE
BedrockType,,46,kn,Clastic calcareous - coarse grained - conglomerate,,,FALSE,,FALSE
BedrockType,,47,ks,Clastic calcareous - medium grained - sandstone,,,FALSE,,FALSE
BedrockType,,48,kz,Clastic calcareous - fine grained - siltstone,,,FALSE,,FALSE
BedrockType,,49,la,Extrusive recent lava flow,,,FALSE,,FALSE
BedrockType,,50,lg,Organic carbonaceous - lignite,,,FALSE,,FALSE
BedrockType,,51,li,Precipitates crystalline - non-calcareous - limonite,,,FALSE,,FALSE
BedrockType,,52,ls,Precipitates crystalline - calcareous - limestone,,,FALSE,,FALSE
BedrockType,,53,ma,Organic calcareous - mar,,,FALSE,,FALSE
BedrockType,,54,mb,Non-foliated calcareous - marble,,,FALSE,,FALSE
BedrockType,,55,md,Clastic non-calcareous - fine grained - mudstone,,,FALSE,,FALSE
BedrockType,,56,mi,Foliated coarse grained - migmatite,,,FALSE,,FALSE
BedrockType,,57,nc,Non-foliated coarse grained,,,FALSE,,FALSE
BedrockType,,58,nf,Non-foliated fine grained,,,FALSE,,FALSE
BedrockType,,59,nk,Non-foliated calcareous,,,FALSE,,FALSE
BedrockType,,60,nm,Non-foliated medium to coarse grained,,,FALSE,,FALSE
BedrockType,,61,oc,Organic carbonaceous,,,FALSE,,FALSE
BedrockType,,62,ok,Organic calcareous,,,FALSE,,FALSE
BedrockType,,63,ph,Foliated fine grained - phylite,,,FALSE,,FALSE
BedrockType,,64,pk,Precipitates crystalline - calcareous,,,FALSE,,FALSE
BedrockType,,65,pu,Precipitates crystalline - non-calcareous,,,FALSE,,FALSE
BedrockType,,66,py,Intrusive basic (mafic) - pyroxenite,,,FALSE,,FALSE
BedrockType,,67,qb,Extrusive basic (mafic) - quartz basalt,,,FALSE,,FALSE
BedrockType,,68,qd,Intrusive intermediate - quartz diorite,,,FALSE,,FALSE
BedrockType,,69,qg,Intrusive basic (mafic) - quartz,,,FALSE,,FALSE
BedrockType,,70,qm,Intrusive acid (felsic) - quartz monzonite,,,FALSE,,FALSE
BedrockType,,71,qt,Non-foliated medium to coarse grained - quartzite,,,FALSE,,FALSE
BedrockType,,72,rh,Extrusive acid (felsic) - rhyolite,,,FALSE,,FALSE
BedrockType,,73,sc,Foliated medium to coarse grained - schist,,,FALSE,,FALSE
BedrockType,,74,sh,Clastic non-calcareous - fine grained - shale,,,FALSE,,FALSE
BedrockType,,75,sl,Foliated fine grained - slate,,,FALSE,,FALSE
BedrockType,,76,sm,Non-foliated calcareous - serpentine marble,,,FALSE,,FALSE
BedrockType,,77,sp,Non-foliated fine grained - serpentinite,,,FALSE,,FALSE
BedrockType,,78,ss,Clastic non-calcareous - medium grained - sandstone,,,FALSE,,FALSE
BedrockType,,79,sy,Intrusive acid (felsic) - syenite,,,FALSE,,FALSE
BedrockType,,80,tr,Extrusive acid (felsic) - trachyte,,,FALSE,,FALSE
BedrockType,,81,tu,Extrusive pyroclastic - tuff,,,FALSE,,FALSE
BedrockType,,82,tv,Precipitates crystalline - calcareous - travertine,,,FALSE,,FALSE
BedrockType,,83,uc,Clastic non-calcareous - coarse grained,,,FALSE,,FALSE
BedrockType,,84,uf,Clastic non-calcareous - fine grained,,,FALSE,,FALSE
BedrockType,,85,um,Clastic non-calcareous - medium grained,,,FALSE,,FALSE
BedrockType,,86,vb,Extrusive pyroclastic - volcanic breccia,,,FALSE,,FALSE
BedrockType,,87,zl,Clastic non-calcareous - fine grained - siltstone,,,FALSE,,FALSE
BedrockType,,1,,null,,,FALSE,,FALSE
CoordSystem,,1,,Null,Metadata form,,FALSE,,FALSE
CoordSystem,,2,UTM,,Metadata form,,FALSE,,FALSE
CoordSystem,,3,dd.ddd,,Metadata form,,FALSE,,FALSE
CoordSystem,,4,dd.mm.mmm,,Metadata form,,FALSE,,FALSE
CoordSystem,,5,dd.mm.ss.s,,Metadata form,,FALSE,,FALSE
CoordSystem,,6,Other,,Metadata form,,FALSE,,FALSE
CrownClass,,2,C,codominant,,,FALSE,,FALSE
CrownClass,,3,D,dominant,,,FALSE,,FALSE
CrownClass,,4,I,intermediate,,,FALSE,,FALSE
CrownClass,,1,null,null,,,FALSE,,FALSE
CrownClass,,5,S,suppressed,,,FALSE,,FALSE
Cultural1,,1,,null,,,FALSE,,FALSE
Cultural1,,2,0,Nil,,,FALSE,,FALSE
Cultural1,,3,1,Poor,,,FALSE,,FALSE
Cultural1,,5,3,Fair,,,FALSE,,FALSE
Cultural1,,7,5,Good,,,FALSE,,FALSE
Cultural1,,8,6,Excellent,,,FALSE,,FALSE
Cultural1,,4,2,Poor - Fair,,,FALSE,,FALSE
Cultural1,,6,4,Fair - Good,,,FALSE,,FALSE
DataQuality,,4,Excellent,Excellent - FS882 Full detail,,,FALSE,E,FALSE
DataQuality,,2,Fair,Fair - Ground Call / SIVI,,,FALSE,F,FALSE
DataQuality,,3,Good,Good - FS882 Partial or Lower quality,,,FALSE,G,FALSE
DataQuality,,1,Poor,"Poor - Visuals, Notes, Low quality",,,FALSE,P,FALSE
Datum,,1,,Null,Metadata form,,FALSE,,FALSE
Datum,,2,NAD27,,Metadata form,,FALSE,,FALSE
Datum,,3,NAD83,,Metadata form,,FALSE,,FALSE
Datum,,4,Other,,Metadata form,,FALSE,,FALSE
DistributionCode,,1,,null,,,FALSE,,FALSE
DistributionCode,,2,1,Rare individual,,,FALSE,,FALSE
DistributionCode,,3,2,Few individuals (2-5),,,FALSE,,FALSE
DistributionCode,,4,3,Single Patch,,,FALSE,,FALSE
DistributionCode,,5,4,Several individuals (>5),,,FALSE,,FALSE
DistributionCode,,6,5,Few patches (2-5),,,FALSE,,FALSE
DistributionCode,,7,6,Several patches (>5),,,FALSE,,FALSE
DistributionCode,,8,7,Continuous well spaced,,,FALSE,,FALSE
DistributionCode,,9,8,Continuous with gaps,,,FALSE,,FALSE
DistributionCode,,10,9,Continuous and dense,,,FALSE,,FALSE
Ecosection,,1,,Null,Ecosection,,TRUE,,FALSE
Ecosection,,2,ALR,Alsek Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,3,APM,Alaska Panhandle Mountains,Ecosection,,TRUE,,FALSE
Ecosection,,4,BAU,Babine Upland,Ecosection,,TRUE,,FALSE
Ecosection,,5,BBT,Big Bend Trench,Ecosection,,TRUE,,FALSE
Ecosection,,6,BOR,Boundary Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,7,BOV,Bowron Valley,Ecosection,,TRUE,,FALSE
Ecosection,,8,BRR,Border Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,9,BUB,Bulkley Basin,Ecosection,,TRUE,,FALSE
Ecosection,,10,BUR,Bulkley Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,11,CAB,Cariboo Basin,Ecosection,,TRUE,,FALSE
Ecosection,,12,CAM,Cariboo Mountains,Ecosection,,TRUE,,FALSE
Ecosection,,13,CAP,Cariboo Plateau,Ecosection,,TRUE,,FALSE
Ecosection,,14,CAR,Cassiar Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,15,CCM,Central Columbia Mountains,Ecosection,,TRUE,,FALSE
Ecosection,,16,CCR,Central Chilcotin Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,17,CHP,Chiltotin Plateau,Ecosection,,TRUE,,FALSE
Ecosection,,18,CLH,Clear Hills,Ecosection,,TRUE,,FALSE
Ecosection,,19,COC,Crown of the Continent,Ecosection,,TRUE,,FALSE
Ecosection,,20,CPK,Central Park Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,21,DIE,Dixon Entrance,Ecosection,,TRUE,,FALSE
Ecosection,,22,EKT,East Kootenay Trench,Ecosection,,TRUE,,FALSE
Ecosection,,23,EMR,Eastern Muskwa Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,24,EPM,Eastern Purcell Mountains,Ecosection,,TRUE,,FALSE
Ecosection,,25,EPR,Eastern Pacific Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,26,ESM,Eastern Skeena Mountains,Ecosection,,TRUE,,FALSE
Ecosection,,27,ETP,Etsho Plateau,Ecosection,,TRUE,,FALSE
Ecosection,,28,FNL,Fort Nelson Lowland,Ecosection,,TRUE,,FALSE
Ecosection,,29,FRB,Fraser River Basin,Ecosection,,TRUE,,FALSE
Ecosection,,30,FRL,Fraser Lowland,Ecosection,,TRUE,,FALSE
Ecosection,,31,FRR,Front Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,32,GEL,Georgia Lowland,Ecosection,,TRUE,,FALSE
Ecosection,,33,HAF,Hart Foothills,Ecosection,,TRUE,,FALSE
Ecosection,,34,HAP,Halfway Plateau,Ecosection,,TRUE,,FALSE
Ecosection,,35,HAR,Hart Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,36,HEL,Hecate Lowland,Ecosection,,TRUE,,FALSE
Ecosection,,37,HES,Hecate Strait,Ecosection,,TRUE,,FALSE
Ecosection,,38,HYH,Hyland Highland,Ecosection,,TRUE,,FALSE
Ecosection,,39,ICR,Icefield Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,40,JDF,Juan de Fuca Strait,Ecosection,,TRUE,,FALSE
Ecosection,,41,KEM,Kechika Mountains,Ecosection,,TRUE,,FALSE
Ecosection,,42,KIP,Kiskatinaw Plateau,Ecosection,,TRUE,,FALSE
Ecosection,,43,KIR,Kitimat Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,44,LIM,Leeward Island Mountains,Ecosection,,TRUE,,FALSE
Ecosection,,45,LIP,Liard Plain,Ecosection,,TRUE,,FALSE
Ecosection,,46,LPR,Leeward Pacific Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,47,MAP,Manson Plateau,Ecosection,,TRUE,,FALSE
Ecosection,,48,MCP,McGregor Plateau,Ecosection,,TRUE,,FALSE
Ecosection,,49,MCR,McGillivary Range,Ecosection,,TRUE,,FALSE
Ecosection,,50,MIR,Missinchinka Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,51,MUF,Muskwa Foothills,Ecosection,,TRUE,,FALSE
Ecosection,,52,MUP,Muskwa Plateau,Ecosection,,TRUE,,FALSE
Ecosection,,53,NAB,Nass Basin,Ecosection,,TRUE,,FALSE
Ecosection,,54,NAL,Nanaimo Lowland,Ecosection,,TRUE,,FALSE
Ecosection,,55,NAR,Nass Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,56,NAU,Nazko Upland,Ecosection,,TRUE,,FALSE
Ecosection,,57,NCM,Northern Columbia Mountains,Ecosection,,TRUE,,FALSE
Ecosection,,58,NEL,Nechako Lowland,Ecosection,,TRUE,,FALSE
Ecosection,,59,NEU,Nechako Upland,Ecosection,,TRUE,,FALSE
Ecosection,,60,NIM,Northern Island Mountains,Ecosection,,TRUE,,FALSE
Ecosection,,61,NOB,Northern Okanagan Basin,Ecosection,,TRUE,,FALSE
Ecosection,,62,NOH,Northern Okanagan Highland,Ecosection,,TRUE,,FALSE
Ecosection,,63,NPK,Northern Park Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,64,NPR,Northern Pacific Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,65,NSM,Northern Skeena Mountains,Ecosection,,TRUE,,FALSE
Ecosection,,66,NTU,Northern Thompson Upland,Ecosection,,TRUE,,FALSE
Ecosection,,67,NWC,Northwestern Cascade Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,68,NWL,Nahwitti Lowland,Ecosection,,TRUE,,FALSE
Ecosection,,69,OKR,Okanagan Range,Ecosection,,TRUE,,FALSE
Ecosection,,70,OUF,Outer Fiordland,Ecosection,,TRUE,,FALSE
Ecosection,,71,PAR,Pavilion Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,72,PAT,Parsnip Trench,Ecosection,,TRUE,,FALSE
Ecosection,,73,PEF,Peace Foothills,Ecosection,,TRUE,,FALSE
Ecosection,,74,PEL,Peace Lowland,Ecosection,,TRUE,,FALSE
Ecosection,,75,PEP,Petitot Plain,Ecosection,,TRUE,,FALSE
Ecosection,,76,QCL,Queen Charlotte Lowland,Ecosection,,TRUE,,FALSE
Ecosection,,77,QCS,Queen Charlotte Sound,Ecosection,,TRUE,,FALSE
Ecosection,,78,QUH,Quesnel Highland,Ecosection,,TRUE,,FALSE
Ecosection,,79,SBP,Southern Boreal Plateau,Ecosection,,TRUE,,FALSE
Ecosection,,80,SCM,Southern Columbia Mountains,Ecosection,,TRUE,,FALSE
Ecosection,,81,SCR,Southern Chilcotin Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,82,SFH,Selkirk Foothills,Ecosection,,TRUE,,FALSE
Ecosection,,83,SHH,Shuswap Highland,Ecosection,,TRUE,,FALSE
Ecosection,,84,SKP,Skidegate Plateau,Ecosection,,TRUE,,FALSE
Ecosection,,85,SOB,Southern Okanagan Basin,Ecosection,,TRUE,,FALSE
Ecosection,,86,SOG,Strait of Georgia,Ecosection,,TRUE,,FALSE
Ecosection,,87,SOH,Southern Okanagan Highland,Ecosection,,TRUE,,FALSE
Ecosection,,88,SOM,Southern Omineca Mountains,Ecosection,,TRUE,,FALSE
Ecosection,,89,SPK,Southern Park Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,90,SPR,Southern Pacific Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,91,SSM,Southern Skeena Mountains,Ecosection,,TRUE,,FALSE
Ecosection,,92,STP,Stikine Plateau,Ecosection,,TRUE,,FALSE
Ecosection,,93,STU,Southern Thompson Upland,Ecosection,,TRUE,,FALSE
Ecosection,,94,TAB,Tatshenshini Basin,Ecosection,,TRUE,,FALSE
Ecosection,,95,TAH,Tagish Highland,Ecosection,,TRUE,,FALSE
Ecosection,,96,TEP,Teslin Plateau,Ecosection,,TRUE,,FALSE
Ecosection,,97,THB,Thompson Basin,Ecosection,,TRUE,,FALSE
Ecosection,,98,THH,Tahltan Highland,Ecosection,,TRUE,,FALSE
Ecosection,,99,TUR,Tuya Range,Ecosection,,TRUE,,FALSE
Ecosection,,100,UFT,Upper Fraser Trench,Ecosection,,TRUE,,FALSE
Ecosection,,101,VIS,Vancouver Island Shelf,Ecosection,,TRUE,,FALSE
Ecosection,,102,WCR,Western Chilcotin Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,103,WCU,Western Chilcotin Upland,Ecosection,,TRUE,,FALSE
Ecosection,,104,WIM,Windward Island Mountains,Ecosection,,TRUE,,FALSE
Ecosection,,105,WMR,Western Muskwa Ranges,Ecosection,,TRUE,,FALSE
Ecosection,,106,WQC,Windward Queen Charlotte Mountains,Ecosection,,TRUE,,FALSE
EcosysCollectionStandard,,1,,Null,Metadata form,,FALSE,,FALSE
EcosysCollectionStandard,,2,DEIF 1980,,Metadata form,,FALSE,,FALSE
EcosysCollectionStandard,,3,DEIF 1990,,Metadata form,,FALSE,,FALSE
EcosysCollectionStandard,,4,DTE 1998,,Metadata form,,FALSE,,FALSE
EcosysCollectionStandard,,5,DTE 2010,,Metadata form,,FALSE,,FALSE
EcosysCollectionStandard,,6,YBIS,,Metadata form,,FALSE,,FALSE
EcosysCollectionStandard,,7,CHAR,,Metadata form,,FALSE,,FALSE
EcosysCollectionStandard,,8,Dom,,Metadata form,,FALSE,,FALSE
EcosysCollectionStandard,,10,Other,,Metadata form,,FALSE,,FALSE
EcosysCollectionStandard,,9,LMH25,,Metadata form,,FALSE,,FALSE
Exposure,,1,,Null,Exposure,2,FALSE,,FALSE
Exposure,,2,AT,Atmospheric toxicity,Exposure,2,FALSE,,FALSE
Exposure,,3,CA,Cold air drainage,Exposure,2,FALSE,,FALSE
Exposure,,4,FR,Frost,Exposure,2,FALSE,,FALSE
Exposure,,5,IN,Insolation,Exposure,2,FALSE,,FALSE
Exposure,,6,NA,Not Applicable,Exposure,2,FALSE,,FALSE
Exposure,,7,RN,Localized Rainshadow,Exposure,2,FALSE,,FALSE
Exposure,,8,SA,Salt spray,Exposure,2,FALSE,,FALSE
Exposure,,9,SF,Fresh Water Spray,Exposure,2,FALSE,,FALSE
Exposure,,10,SN,Snow Accumulation,Exposure,2,FALSE,,FALSE
Exposure,,11,WI,Wind,Exposure,2,FALSE,,FALSE
Exposure,,12,X,Miscellaneous,Exposure,2,FALSE,,FALSE
Filter Field List,,2,BedrockGeology1,Bedrock Type,,,FALSE,,FALSE
Filter Field List,,4,Ecosection,Ecosection,,,FALSE,,FALSE
Filter Field List,,5,HumusForm,Humus Form,,,FALSE,,FALSE
Filter Field List,,6,MapUnit,Map Unit,,,FALSE,,FALSE
